country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","24-11-2025 19:00:00",26.295810,73.082283,PM2.5,78,257,159
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","24-11-2025 19:00:00",26.295810,73.082283,NH3,7,12,8
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB","24-11-2025 19:00:00",17.4559458,78.4332152,SO2,8,17,12
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB","24-11-2025 19:00:00",17.4559458,78.4332152,OZONE,12,15,14
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","24-11-2025 19:00:00",17.417094,78.457437,PM2.5,33,133,67
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","24-11-2025 19:00:00",17.417094,78.457437,NH3,3,4,4
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","24-11-2025 19:00:00",17.417094,78.457437,CO,17,43,25
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB","24-11-2025 19:00:00",17.349694,78.451437,PM10,72,150,112
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB","24-11-2025 19:00:00",17.349694,78.451437,CO,4,102,88
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB","24-11-2025 19:00:00",23.8175497,91.2726974,SO2,27,28,28
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","24-11-2025 19:00:00",27.23711,78.01936,NO2,26,27,27
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","24-11-2025 19:00:00",27.23711,78.01936,NH3,2,3,2
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","24-11-2025 19:00:00",10.942451,76.978996,OZONE,1,6,4
India,TamilNadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB","24-11-2025 19:00:00",11.7637683,79.7499835,PM10,6,62,35
India,TamilNadu,Dindigul,"Mendonsa Colony, Dindigul - TNPCB","24-11-2025 19:00:00",10.358535,77.984321,PM10,1,21,7
India,TamilNadu,Dindigul,"Mendonsa Colony, Dindigul - TNPCB","24-11-2025 19:00:00",10.358535,77.984321,NO2,9,30,17
India,TamilNadu,Karur,"Kamadenu Nagar, Karur - TNPCB","24-11-2025 19:00:00",10.967820,78.080882,NO2,5,6,6
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB","24-11-2025 19:00:00",9.865935,78.022669,CO,14,16,15
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB","24-11-2025 19:00:00",17.470431,78.566959,CO,18,44,24
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","24-11-2025 19:00:00",17.5316895,78.218939,SO2,1,7,4
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","24-11-2025 19:00:00",17.5316895,78.218939,OZONE,7,25,21
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","24-11-2025 19:00:00",17.585705,78.126199,PM2.5,36,66,53
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","24-11-2025 19:00:00",17.585705,78.126199,NO2,12,16,14
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","24-11-2025 19:00:00",17.585705,78.126199,CO,12,36,17
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB","24-11-2025 19:00:00",17.393559,78.339194,PM2.5,45,54,47
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB","24-11-2025 19:00:00",17.393559,78.339194,SO2,11,16,12
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB","24-11-2025 19:00:00",9.36399,78.831977,SO2,11,17,13
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB","24-11-2025 19:00:00",9.36399,78.831977,OZONE,4,6,5
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB","24-11-2025 19:00:00",11.679111,78.125052,SO2,18,18,18
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB","24-11-2025 19:00:00","8.816428 ",78.099039,SO2,5,8,6
India,TamilNadu,Tiruchirappalli,"St Joseph College, Tiruchirappalli - TNPCB","24-11-2025 19:00:00",10.830158,78.691849,NO2,1,2,1
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","24-11-2025 19:00:00",27.23711,78.01936,CO,24,28,26
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB","24-11-2025 19:00:00",27.106972,78.000111,CO,41,96,49
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB","24-11-2025 19:00:00",27.19865833,78.00598056,SO2,15,17,16
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB","24-11-2025 19:00:00",27.19865833,78.00598056,CO,31,109,39
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB","24-11-2025 19:00:00",27.19412,77.96237,PM2.5,NA,NA,NA
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB","24-11-2025 19:00:00",27.19412,77.96237,NH3,8,9,8
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB","24-11-2025 19:00:00",17.540891,78.358528,PM2.5,37,104,70
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB","24-11-2025 19:00:00",17.540891,78.358528,PM10,28,77,53
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB","24-11-2025 19:00:00",17.460103,78.334361,CO,7,44,22
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB","24-11-2025 19:00:00",17.470431,78.566959,PM2.5,48,56,54
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","24-11-2025 19:00:00",17.544899,78.486949,PM10,74,87,79
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB","24-11-2025 19:00:00",17.429398,78.569354,PM10,74,97,89
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB","24-11-2025 19:00:00",17.37206,78.50864,SO2,13,18,15
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB","24-11-2025 19:00:00",17.37206,78.50864,CO,28,39,37
India,TamilNadu,Ooty,"Bombay Castel, Ooty - TNPCB","24-11-2025 19:00:00",11.4068288,76.7138973,NO2,2,5,3
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB","24-11-2025 19:00:00",11.258242,77.552761,NH3,2,3,2
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB","24-11-2025 19:00:00",11.258242,77.552761,CO,16,20,18
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB","24-11-2025 19:00:00",11.258242,77.552761,OZONE,2,14,6
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB","24-11-2025 19:00:00",12.9533,80.2357,PM10,23,93,55
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB","24-11-2025 19:00:00",13.0052189,80.2398125,NO2,12,15,13
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB","24-11-2025 19:00:00",13.0052189,80.2398125,CO,36,42,39
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB","24-11-2025 19:00:00",26.83399722,80.8917361,CO,1,56,11
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB","24-11-2025 19:00:00",28.999264,77.7590354,PM10,175,438,329
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB","24-11-2025 19:00:00",28.999264,77.7590354,CO,8,121,41
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB","24-11-2025 19:00:00",28.9535882,77.7622941,PM10,176,462,337
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB","24-11-2025 19:00:00",28.9535882,77.7622941,NH3,29,48,35
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB","24-11-2025 19:00:00",29.063510,77.709723,NO2,22,83,52
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB","24-11-2025 19:00:00",28.83526,78.74460,PM2.5,41,221,141
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB","24-11-2025 19:00:00",28.83526,78.74460,OZONE,9,23,18
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB","24-11-2025 19:00:00",28.406963,77.849831,NH3,16,20,17
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","24-11-2025 19:00:00",27.1594,78.3953,PM2.5,NA,NA,NA
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","24-11-2025 19:00:00",27.1594,78.3953,OZONE,1,1,1
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB","24-11-2025 19:00:00",28.646233,77.358075,CO,16,178,64
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB","24-11-2025 19:00:00",28.757294,77.278792,PM10,173,500,331
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB","24-11-2025 19:00:00",26.906111,80.948222,PM10,117,216,158
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB","24-11-2025 19:00:00",26.906111,80.948222,OZONE,10,78,61
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","24-11-2025 19:00:00",26.8458805,80.9365541,CO,4,126,101
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB","24-11-2025 19:00:00",26.83399722,80.8917361,PM2.5,7,337,179
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB","24-11-2025 19:00:00",26.83399722,80.8917361,NO2,45,62,54
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","24-11-2025 19:00:00",26.509954,80.249612,NO2,22,23,22
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB","24-11-2025 19:00:00",28.2348927,77.8683002,NH3,1,1,1
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB","24-11-2025 19:00:00",28.2348927,77.8683002,OZONE,165,311,170
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB","24-11-2025 19:00:00",26.766433,80.927299,PM10,91,242,170
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB","24-11-2025 19:00:00",26.766433,80.927299,OZONE,27,28,27
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB","24-11-2025 19:00:00",27.19862,77.92066,CO,23,41,28
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB","24-11-2025 19:00:00",28.964949,77.278761,NH3,2,13,8
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB","24-11-2025 19:00:00",28.359581,79.414455,NH3,1,3,2
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB","24-11-2025 19:00:00",28.406963,77.849831,NO2,30,225,117
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB","24-11-2025 19:00:00",28.856664,78.772638,NO2,25,25,25
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB","24-11-2025 19:00:00",28.856664,78.772638,NH3,6,6,6
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB","24-11-2025 19:00:00",28.856664,78.772638,OZONE,17,27,21
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","24-11-2025 19:00:00",28.849399,78.742362,PM2.5,43,297,168
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB","24-11-2025 19:00:00",28.802625,78.753728,PM10,54,171,115
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","24-11-2025 19:00:00",28.685382,77.453839,NH3,3,9,7
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","24-11-2025 19:00:00",28.685382,77.453839,SO2,9,25,17
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","24-11-2025 19:00:00",28.685382,77.453839,CO,20,154,49
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","24-11-2025 19:00:00",26.730136,83.433859,PM10,28,108,64
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB","24-11-2025 19:00:00",25.4547,78.6039,OZONE,1,4,2
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","24-11-2025 19:00:00",26.428282,80.327067,NH3,2,2,2
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","24-11-2025 19:00:00",26.428282,80.327067,SO2,10,36,30
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","24-11-2025 19:00:00",26.428282,80.327067,CO,36,66,42
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","24-11-2025 19:00:00",28.88528,78.73880,NO2,16,16,16
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB","24-11-2025 19:00:00",25.3505986,82.9083074,PM10,60,184,137
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","24-11-2025 19:00:00",25.262326,82.995408,PM2.5,52,279,152
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","24-11-2025 19:00:00",25.262326,82.995408,PM10,90,203,141
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","24-11-2025 19:00:00",25.262326,82.995408,CO,12,49,18
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB","24-11-2025 19:00:00",25.32393,82.99687,PM2.5,45,220,124
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB","24-11-2025 19:00:00",25.32393,82.99687,NO2,2,2,2
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB","24-11-2025 19:00:00",25.32393,82.99687,CO,24,103,33
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","24-11-2025 19:00:00",27.5714090,77.6557570,PM2.5,51,189,102
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","24-11-2025 19:00:00",27.5714090,77.6557570,PM10,80,232,142
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB","24-11-2025 19:00:00",23.6979360,86.9443950,NO2,8,58,23
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB","24-11-2025 19:00:00",23.6979360,86.9443950,CO,20,64,28
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB","24-11-2025 19:00:00",23.6181830,87.1057180,SO2,7,19,9
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB","24-11-2025 19:00:00",23.6181830,87.1057180,OZONE,11,61,45
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB","24-11-2025 19:00:00",23.616515,87.119133,PM2.5,100,305,199
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB","24-11-2025 19:00:00",23.616515,87.119133,NO2,16,83,36
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB","24-11-2025 19:00:00",22.7605581,88.3617589,NO2,12,61,26
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB","24-11-2025 19:00:00",22.7605581,88.3617589,NH3,6,8,7
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB","24-11-2025 19:00:00",23.567923,87.306843,CO,46,88,57
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB","24-11-2025 19:00:00",23.567923,87.306843,OZONE,18,110,85
India,West_Bengal,Durgapur,"Womens College_City Center, Durgapur - WBPCB (Formerly known as Sidhu Kanhu Indoor Stadium)","24-11-2025 19:00:00",23.549395,87.300496,CO,34,77,44
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB","24-11-2025 19:00:00",22.06047,88.109737,SO2,13,19,15
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB","24-11-2025 19:00:00",22.629801,88.352017,PM2.5,245,321,290
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB","24-11-2025 19:00:00",22.5687319,88.2797276,NO2,14,53,26
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB","24-11-2025 19:00:00",22.5367507,88.3638022,PM10,122,155,133
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB","24-11-2025 19:00:00",22.5367507,88.3638022,CO,28,86,37
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB","24-11-2025 19:00:00",22.58157048,88.41002457,PM2.5,84,150,113
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB","24-11-2025 19:00:00",22.58157048,88.41002457,SO2,6,12,9
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB","24-11-2025 19:00:00",22.554954,88.292568,PM10,81,146,109
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB","24-11-2025 19:00:00",22.554954,88.292568,SO2,10,16,11
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB","24-11-2025 19:00:00",22.6025571,88.3105664,NO2,16,90,48
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB","24-11-2025 19:00:00",22.6025571,88.3105664,SO2,2,34,12
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB","24-11-2025 19:00:00",22.611968,88.347422,PM10,115,167,136
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB","24-11-2025 19:00:00",28.569230,77.393848,SO2,NA,NA,NA
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","24-11-2025 19:00:00",25.425602,81.917152,OZONE,15,35,22
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","24-11-2025 19:00:00",25.494,81.863,NO2,12,12,12
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB","24-11-2025 19:00:00","25.44919916 ","81.82735986 ",OZONE,12,16,13
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB","24-11-2025 19:00:00",22.627847,88.380669,PM2.5,95,237,152
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB","24-11-2025 19:00:00",22.627847,88.380669,OZONE,15,111,80
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB","24-11-2025 19:00:00",22.5448082,88.3403691,NO2,12,25,18
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","24-11-2025 19:00:00",28.5447608,77.3231257,NO2,23,216,71
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","24-11-2025 19:00:00",28.5447608,77.3231257,OZONE,10,82,41
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB","24-11-2025 19:00:00",28.5898,77.3101,OZONE,7,179,108
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB","24-11-2025 19:00:00",23.6979360,86.9443950,PM2.5,86,303,193
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB","24-11-2025 19:00:00",26.6879226,88.4152495,PM10,57,182,101
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB","24-11-2025 19:00:00",26.6879226,88.4152495,OZONE,10,89,64
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","24-11-2025 19:00:00",25.42742023,86.13886079,PM2.5,19,317,80
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","24-11-2025 19:00:00",25.42742023,86.13886079,PM10,17,172,55
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","24-11-2025 19:00:00",26.80365,84.51954,PM10,60,159,121
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","24-11-2025 19:00:00",26.80365,84.51954,SO2,1,19,8
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","24-11-2025 19:00:00",25.251013,86.989001,OZONE,11,21,16
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","24-11-2025 19:00:00",25.265194,87.012947,PM2.5,52,200,127
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","24-11-2025 19:00:00",25.265194,87.012947,PM10,61,149,117
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","24-11-2025 19:00:00",25.265194,87.012947,NO2,3,8,7
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","24-11-2025 19:00:00",25.265194,87.012947,NH3,7,15,10
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","24-11-2025 19:00:00",25.265194,87.012947,SO2,34,72,52
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","24-11-2025 19:00:00",25.265194,87.012947,CO,50,103,73
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","24-11-2025 19:00:00",25.265194,87.012947,OZONE,11,96,79
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","24-11-2025 19:00:00",26.10887,91.589544,OZONE,14,18,17
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","24-11-2025 19:00:00",26.187500,91.744194,PM10,22,48,33
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","24-11-2025 19:00:00",26.181742,91.78063,PM10,26,133,73
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","24-11-2025 19:00:00",26.181742,91.78063,NO2,3,4,3
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","24-11-2025 19:00:00",26.181742,91.78063,SO2,32,32,32
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","24-11-2025 19:00:00",26.349082,92.68449,PM2.5,29,47,44
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","24-11-2025 19:00:00",26.446912,91.439057,NH3,6,6,6
India,Assam,Silchar,"Tarapur, Silchar - PCBA","24-11-2025 19:00:00",24.82827,92.79525,PM2.5,31,78,54
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","24-11-2025 19:00:00",26.1403345,85.3650192,PM2.5,82,123,92
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","24-11-2025 19:00:00",26.1403345,85.3650192,PM10,64,82,70
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","24-11-2025 19:00:00",26.1209,85.3647,SO2,4,5,4
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","24-11-2025 19:00:00",26.1209,85.3647,OZONE,8,46,31
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","24-11-2025 19:00:00",25.586562,85.043586,OZONE,7,60,37
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","24-11-2025 19:00:00",25.592539,85.227158,PM10,77,106,90
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","24-11-2025 19:00:00",25.610369,85.132568,SO2,NA,NA,NA
India,Assam,Silchar,"Tarapur, Silchar - PCBA","24-11-2025 19:00:00",24.82827,92.79525,NH3,1,1,1
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","24-11-2025 19:00:00",26.987634,94.636574,NH3,4,15,9
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","24-11-2025 19:00:00",26.987634,94.636574,SO2,7,11,9
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","24-11-2025 19:00:00",26.146529,87.454184,PM10,40,176,112
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","24-11-2025 19:00:00",26.146529,87.454184,NO2,2,43,12
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","24-11-2025 19:00:00",26.146529,87.454184,NH3,7,9,8
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","24-11-2025 19:00:00",25.5626095,84.663264,PM2.5,75,213,167
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","24-11-2025 19:00:00",25.5626095,84.663264,SO2,10,10,10
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","24-11-2025 19:00:00",14.675886,77.593027,PM10,39,93,48
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","24-11-2025 19:00:00",14.675886,77.593027,SO2,12,17,12
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","24-11-2025 19:00:00",13.204880,79.097889,PM2.5,NA,NA,NA
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","24-11-2025 19:00:00",13.204880,79.097889,CO,NA,NA,NA
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","24-11-2025 19:00:00",14.465052,78.824187,NH3,3,6,5
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","24-11-2025 19:00:00",14.465052,78.824187,OZONE,29,31,30
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","24-11-2025 19:00:00",16.9872867,81.7363176,PM10,NA,NA,NA
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","24-11-2025 19:00:00",24.762518,84.982348,PM10,64,97,81
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","24-11-2025 19:00:00",24.762518,84.982348,OZONE,10,54,41
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","24-11-2025 19:00:00",25.697189,85.245900,CO,36,118,87
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","24-11-2025 19:00:00",25.560083,87.553265,SO2,18,28,23
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","24-11-2025 19:00:00",26.0881305,87.93840336,CO,16,24,21
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","24-11-2025 19:00:00",26.0881305,87.93840336,OZONE,16,18,16
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","24-11-2025 19:00:00",16.554731,80.649110,SO2,12,18,14
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","24-11-2025 19:00:00",27.103358,93.679645,PM10,11,101,46
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","24-11-2025 19:00:00",26.071318,91.87488,NO2,5,8,7
India,Assam,Guwahati,"IITG, Guwahati - PCBA","24-11-2025 19:00:00",26.2028636,91.70046436,OZONE,1,39,24
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","24-11-2025 19:00:00",16.9872867,81.7363176,SO2,6,31,13
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","24-11-2025 19:00:00",13.67,79.35,PM10,13,57,30
